"","MB01","MB02","MB03","MB14","MB19","MB47","MB50","MB51","MB52","MB53","MB04","MB05","MB06","MB24","MB25","MB40","MB43","MB46","MB49","MB55","MB08","MB09","MB10","MB16","MB17","MB22","MB07","MB13","MB15","MB20","MB39","MB48","MB54","MB21","MB30","MB31","MB33","MB34"
"ECI2",-1.78565,0.0354276,-2.27938,0.611517,-0.223722,-0.937539,-1.33448,-0.886305,-0.892501,0.732588,-0.770063,-0.102636,-0.302549,-0.315312,-0.947264,-1.26708,-0.878027,-0.357443,-0.593943,-0.697157,-0.991728,-1.84937,-0.947994,-0.924404,-1.46752,-0.614573,-0.208025,0.666163,NA,-1.49876,-0.806261,-1.45403,-0.962271,-2.86119,-2.17347,NA,-1.14758,-1.67996
"TAB1",0.32532,0.384768,-0.0199523,-0.050583,-0.925951,-0.0924658,-0.573096,-0.632825,0.22589,0.180017,-0.348658,0.391691,0.0751978,0.14937,-0.530112,0.746285,0.149662,-0.0551717,0.184669,-0.108337,-0.432309,-0.73456,-0.400913,0.0294019,-0.20089,-0.0219202,-0.248556,-0.615244,NA,-0.613922,0.314569,0.459518,-1.71231,-0.154267,0.283484,-0.373944,0.191637,-0.212031
"SDSL",-2.20061,-3.35161,-2.78841,-1.68007,-0.789639,-0.286306,-0.21816,-2.27436,NA,-0.370677,0.683142,-2.36207,0.166832,-1.1144,0.533194,-1.47375,0.191662,-1.82333,-2.0098,0.223033,1.51633,-2.13496,2.22041,2.08654,-1.06497,1.94003,1.28753,2.43972,0.72119,2.15405,2.90406,-0.641165,-0.593778,0.408228,0.874717,1.08243,2.45758,2.22303
"DDX52",-0.168177,-1.77537,0.737948,-0.674048,-0.438405,-1.0404,NA,0.221991,-0.717718,-1.01631,NA,-1.58875,-2.49744,NA,-1.86067,-0.852846,-1.29656,-1.66043,-1.53272,-2.51935,-0.947372,-3.03368,-3.635,-1.90673,-2.56723,-2.47394,NA,-1.89611,NA,NA,NA,-2.22465,-1.80677,-1.76253,0.286856,0.472863,-1.77249,-2.34332
"PLIN2",2.2799,0.245588,3.45431,3.4894,NA,-0.26209,4.11425,1.72682,2.11352,3.73195,1.36524,0.989518,2.01788,1.79691,1.89486,NA,2.12116,1.03381,2.85299,2.20809,1.6593,NA,2.12977,1.24583,1.25317,0.822664,1.2166,NA,NA,NA,0.0208081,2.29349,NA,0.722144,NA,NA,2.88273,-1.22778
"KDIS",0.164711,-0.513832,0.267128,NA,-0.467761,-0.100803,1.29256,0.561171,0.463989,0.679818,-0.142762,1.07499,NA,NA,0.799559,-0.911266,-0.096027,0.180128,-0.393228,0.797282,0.479222,1.42674,1.66599,0.827303,1.96742,1.83866,0.3132,0.541927,0.361617,0.737599,1.34434,0.837136,0.947818,0.909861,1.29344,1.31374,0.0195908,1.10778
"CAZA1",-0.481794,-0.726284,-0.739483,-0.574572,-0.753957,0.0275384,-0.406179,-0.724094,-0.80955,-0.606809,-0.321752,-0.0293292,0.104584,0.0492627,-0.125463,0.299896,0.112358,-0.256916,-0.429409,0.050122,-0.899917,-0.0294764,-1.19759,-0.915311,-0.277518,-0.944557,-1.01091,-0.892722,-0.368706,-1.15161,-0.72292,-0.355392,0.334265,0.0656347,-0.223597,-0.0255048,0.249765,0.136778
"TERA",-0.270508,0.0562553,-0.339507,-0.174447,-0.305066,-0.0130164,0.186348,-0.766216,-0.165784,-0.118064,-0.425002,-0.615204,0.168482,-0.587507,0.487005,-0.232864,-0.721636,-0.216932,-0.391502,-0.274673,-0.00256866,-0.0992291,-0.128199,0.317197,-0.131993,-0.187765,0.0359671,0.0276316,-0.263979,-0.186336,-0.205163,-0.176043,-0.060456,-0.732131,-0.34916,0.0746301,-0.0851349,-0.211084
"PFD2",-0.0899904,-0.420311,-0.258567,-0.167496,-1.22758,-0.700377,-0.117909,-0.687425,-0.220944,-0.217656,-1.30451,-0.10503,-0.901432,-0.579265,-0.434257,-0.21975,-0.706583,0.209852,-0.373617,-0.600883,-0.911349,-0.886451,-1.0013,-0.796379,-0.665945,-0.7335,-1.01564,-0.73489,-0.614495,-0.478458,-0.289353,-0.108814,-0.355132,-1.31628,-0.905213,-0.971742,-0.949719,-0.859858
"RBM45",-0.246295,NA,0.0123714,-0.685108,NA,0.860684,NA,0.156353,-0.378264,-0.167282,-0.0696291,0.570899,-0.797734,0.465905,NA,-0.251391,0.959124,-0.177132,-0.179007,0.643978,0.082741,0.878614,-0.343814,0.785066,0.229103,0.0531956,-0.190027,-0.149855,NA,NA,NA,0.374977,1.17565,0.595372,NA,NA,0.179067,0.788851
"NOP14",-0.151214,-1.38433,0.059878,-1.52824,-1.20503,-1.42971,-0.664702,-1.12417,-1.95154,-1.53596,-2.31774,-1.51752,-2.51232,-2.11225,-2.31864,-2.6825,-2.12528,-1.638,-2.1351,-1.55118,-2.78272,-3.04488,-2.78935,-3.59547,-2.20748,-0.443238,-2.52654,-3.53388,-2.8973,-2.55038,-2.82829,-1.83573,-2.15033,-0.763738,-1.38825,-1.5229,-2.15341,-1.89445
"P4HA2",-3.26887,-3.64988,-4.5736,-3.46622,-3.10509,-2.72953,-3.00797,-2.83117,-4.57973,-3.34058,-4.62667,-3.03803,-4.37894,-3.36247,-2.88927,-4.16556,-4.17603,-3.48684,-3.84504,-4.40962,-3.78944,-4.04142,-3.76497,-4.73812,-3.41809,-4.5235,-2.99078,-6.282,-4.40608,-3.23144,-5.04097,-4.78541,-2.4437,1.09686,1.49537,1.07866,-0.0834167,-0.544239
"BRAT1",-0.219792,-1.17304,-0.549422,-0.296868,-0.838989,-0.693721,-0.349923,-0.639519,-0.697969,-0.551187,-1.76763,-0.774458,-0.66825,-0.561246,-2.108,-0.579202,-0.3551,-0.962367,-0.482961,-0.966466,-0.605718,-0.170211,-1.22357,-0.596825,-1.19519,-1.13688,-0.808201,-1.62113,NA,-0.601475,-1.3663,-1.75806,-1.09975,-0.18427,-0.52597,0.0300392,-0.243454,0.0249194
"RL21",-2.03571,-2.1166,-1.45282,-2.29087,-2.00306,-3.53482,-1.52199,-1.92226,-1.88828,-1.66398,-3.57257,-2.21831,-2.88298,-2.32037,-2.12497,-2.32896,-2.2048,-3.5125,-3.22355,-3.73481,-2.30737,-2.50633,-3.22561,-4.32831,-2.90192,-2.55851,-3.18422,-2.67721,-4.11029,-2.67005,-2.87587,-2.85131,-2.60199,-2.16822,-2.72641,-3.03561,-2.57436,-2.77804
"PELP1",-0.275551,0.990619,-0.112118,-0.097528,-0.448724,0.107414,-0.770939,-0.044762,-0.0757748,-0.502497,-0.543731,-0.665553,-0.908601,0.488421,-0.971645,-0.96516,0.201461,-0.497607,-0.290742,-0.303489,-0.83832,0.357693,-0.727944,-0.413176,0.537342,-0.865343,-0.944607,0.320594,-0.565137,-0.653143,0.278027,-0.651283,0.572205,0.29239,-0.0991796,0.564633,0.0692977,0.496641
"KEAP1",-1.28193,-1.43945,-1.26516,-0.284202,-1.36189,-0.74443,-1.30504,NA,-2.65322,-1.85047,-1.37254,NA,-2.46919,NA,-0.292618,NA,-1.25272,-1.46377,-1.40282,-2.37712,-1.37095,0.355058,-0.47738,-0.943915,-0.214087,-0.69735,NA,NA,-1.59015,-2.10313,-1.7702,-1.58336,NA,NA,NA,NA,-2.87975,-1.46782
"HAUS6",-0.43868,-0.770153,-0.756124,-0.452085,-1.31356,-1.19928,-0.150563,-1.46238,-1.78832,-1.41734,-2.91793,-0.290744,-0.77285,-1.33758,NA,-0.971963,-0.900764,-0.419137,-0.858422,NA,-1.45983,-2.27088,-0.386502,-1.49968,-2.026,-2.70616,-2.29515,-3.87432,-1.95835,-1.0199,-1.86913,-1.29125,NA,-1.573,-0.653099,-1.21644,-1.45273,-1.26029
"RL7L",-1.90675,-2.53577,-1.37382,-2.9897,-2.10349,-2.6718,-2.1465,-1.63028,-1.26702,-1.81678,-3.42962,-2.87016,-4.10131,-3.94008,-2.84088,-2.49261,-1.52918,-1.84267,-2.77504,-3.32975,-2.37217,-4.20536,-3.53287,-4.31004,-2.63931,-3.39341,NA,-3.80583,NA,NA,-3.04829,-3.45136,-2.85048,-3.43994,-1.27168,-1.47925,-2.33436,-2.6018
"F175B",0.00418954,0.374798,-0.264355,NA,-1.27443,-1.73463,-0.937758,0.0217537,0.302344,-0.189777,0.297458,0.547698,0.250086,0.689666,-0.541824,0.534735,0.0165354,0.266342,0.485492,0.0665376,-0.19724,-0.678407,0.204141,-0.0443408,-0.39301,-0.343289,NA,-0.23726,-0.54492,-0.105422,NA,-0.0437812,-1.70123,-1.49371,-0.44949,-0.279867,-0.240048,0.0166425
"MRE11",0.930122,0.023025,0.850098,1.19407,0.834555,1.37294,0.136819,1.13479,0.411761,1.11419,-0.357305,0.0819455,-0.496952,0.323809,-1.50143,0.352386,-0.056275,-0.0112191,0.0732702,-0.690518,-0.700019,0.115237,-0.640684,0.0833341,-0.42212,-0.566319,-0.3411,-0.235043,-0.522827,-1.10256,-0.426982,0.202379,-0.00840768,0.982773,0.634822,0.430285,0.817851,0.609503
"MORC2",-0.565698,0.19557,-1.38231,-0.444291,-0.361191,-0.52569,-1.23314,-0.158456,-0.500466,-1.17999,-0.834154,-0.618165,-1.13703,-0.536282,-2.17951,-1.0614,0.315226,0.166384,-0.465561,-0.615053,0.32924,0.0610225,-0.666696,0.266534,0.617069,0.273006,-0.179327,-1.39769,1.1663,0.557658,0.595943,0.442299,-0.0444779,-0.662552,0.0727807,0.697829,-0.394289,-0.271214
"BRX1",-2.73388,-3.39937,-1.87548,-3.03985,-2.6086,-2.53861,-2.27613,-1.55543,-1.8891,-3.03691,-5.46746,-3.40569,-4.31373,-4.31751,-4.29949,-3.45165,-3.27146,-2.96673,-3.22446,-4.76577,-2.35126,-3.8807,-4.49743,-5.92376,-3.88819,-4.32006,-4.18233,-4.89256,NA,-4.64828,-4.35533,-4.17373,-2.97731,-3.06752,-1.07768,-0.789546,-3.85244,-3.93619
"DNM1L",0.51325,0.658782,0.567191,0.549529,0.672889,0.723137,0.461523,0.535086,0.749454,0.78859,1.15704,0.571582,0.495074,0.45996,1.23138,0.0427715,0.422345,0.86743,-0.0607248,1.26882,0.552954,0.565575,0.921449,0.866948,0.268946,0.929773,0.893011,1.31472,0.485863,1.48782,0.761767,1.34058,0.378583,0.102758,0.26731,0.175512,0.25166,0.722854
"RAM",0.0777106,0.839982,0.201421,0.394843,0.602664,1.23667,NA,1.44898,NA,0.753608,-0.477479,0.566961,-0.395393,0.426209,0.163094,0.0719175,0.407839,NA,NA,0.0833905,0.234157,1.18332,0.698918,0.202058,0.97608,0.427606,0.143789,0.919079,0.864904,0.864303,0.777444,0.621809,1.24777,0.204011,0.416962,0.551356,0.910724,0.163362
"MYO6",2.55478,0.551837,-0.466668,-0.1778,0.989944,-0.410316,1.0818,-0.685582,-0.21687,-0.535557,0.686523,0.852987,1.17426,1.03022,-0.141495,0.986828,0.672433,0.899577,1.29554,0.39782,1.09618,1.06502,1.57302,2.03461,0.7495,1.65592,0.645873,1.74011,-1.41066,1.64283,1.41234,1.00692,0.9905,-0.687745,-0.68195,0.0912924,-0.683814,0.035093
"ABCE1",0.539461,-0.483553,0.473338,-0.741176,-1.36773,-1.12602,0.198561,-0.204591,-0.14564,-0.318474,-1.1615,0.502753,-0.971556,-0.596928,-1.01397,-1.28034,-0.9189,-0.30609,-0.726238,-1.08449,-1.17803,-1.37433,-1.15677,-1.26464,-1.10685,-0.815763,-1.31535,-1.51547,-1.1005,-1.33229,-1.74327,-1.09035,-1.22501,-1.15275,-0.438505,-0.967642,-1.03137,-1.14524
"SPCS3",0.236818,0.533706,-0.120648,-0.391771,0.810696,0.306412,NA,0.140395,0.266556,0.323023,-0.219997,1.27954,0.0350415,NA,NA,0.341009,0.252557,0.261022,-0.0877028,NA,NA,NA,NA,NA,0.288059,-0.0386305,-0.0606819,0.473208,NA,0.350319,0.739802,-0.409188,0.468449,1.33252,1.08294,1.10896,0.946501,1.00141
"PEBP1",1.46428,0.877278,1.38082,1.19838,2.013,1.82656,1.70047,1.27673,1.89798,1.88808,2.02272,1.57743,1.86749,1.88275,2.32561,2.30498,1.66478,2.1361,2.13834,2.0779,3.07414,2.16353,3.33907,2.81575,2.41031,2.78959,3.26784,3.20785,2.31466,2.45085,2.91871,2.81809,1.59755,0.781508,1.7223,2.06029,2.47646,2.40436
"NBEA",NA,2.82827,2.30427,NA,3.47969,3.48604,NA,2.68877,4.12343,2.69047,3.74971,NA,3.86758,3.39999,2.91446,2.32796,3.57468,2.97705,2.50633,4.42274,3.65246,2.37081,4.52778,3.96282,3.33086,2.4171,3.74182,NA,3.686,4.05427,3.64161,3.96482,4.09709,NA,NA,1.63213,3.06814,3.92134
"RPR1B",0.64299,0.462237,0.757748,0.538235,0.388003,1.71666,-0.157193,0.602785,-0.357887,0.654474,0.0168514,0.0986121,0.373893,0.32625,-0.469787,0.850101,0.501504,0.80439,0.287363,0.0980011,0.442355,1.45916,0.306058,0.52025,0.432329,0.0227287,1.46875,0.293116,1.28901,0.479072,0.568124,0.316218,1.25446,0.763648,1.25402,0.873145,1.13188,1.44003
"PCAT1",1.03992,0.0571792,0.789,-0.193382,0.962015,1.91876,0.789451,0.199838,0.457554,-0.355188,-0.800032,0.960959,-0.317337,0.339796,-0.189552,3.22507,-0.405585,-0.039696,-0.295583,0.0959204,-0.461993,1.65169,0.384347,-0.00414038,-0.258734,0.395189,0.324082,-0.775732,1.22415,NA,NA,1.15633,3.42029,-0.859909,0.375883,-0.198915,-0.164837,0.853274
"AN32B",-0.161483,0.919193,-0.0849042,-0.38876,0.0513334,0.795116,-0.919177,-0.340089,-0.567344,-0.0440317,-0.210021,0.126535,-0.885399,0.293588,-0.829455,-0.371128,0.092888,0.548788,-0.880338,-0.511536,-0.192225,0.241624,-1.01811,-0.336066,0.195968,-0.25864,-0.255402,-0.0540383,-0.163766,-0.8724,0.0932581,0.431084,0.35288,0.193005,0.1257,0.261843,0.404308,0.178673
"CD2B2",0.182186,0.196622,0.0490314,-0.203209,-0.136923,0.999677,0.107491,-0.0309757,0.0165486,-0.329296,-0.644309,0.697784,0.365698,0.0949998,-0.397361,-0.102273,0.172388,0.540801,0.486027,-1.03983,0.132935,0.473647,0.102026,0.346134,0.349489,0.0260909,-0.58697,-0.701803,0.294018,0.110025,0.557157,0.459563,0.520141,1.02894,0.175677,0.580657,0.728139,0.727788
"RS16",-0.5451,-1.30159,-0.442264,-0.619881,-0.819497,-1.40743,-0.6935,-0.0767231,-0.309938,-0.952071,-1.42583,-0.736651,-1.30516,-1.27513,-0.868495,-0.908071,-0.91999,-0.748121,-1.10044,-1.5064,-0.995653,-1.83265,-1.72932,-2.18388,-1.13213,-1.37545,-2.13969,-2.44419,-1.89636,-2.23708,-1.26322,-1.61988,-1.45902,-0.994816,-0.773722,-0.829196,-1.35102,-1.51371
"CDIPT",0.621289,2.33867,NA,1.00902,3.03878,1.82005,NA,0.802638,1.44181,1.26297,2.68816,0.673785,2.24345,NA,1.91072,1.28102,1.19112,1.83721,1.32528,1.71514,2.93235,2.24837,2.87122,2.83157,2.14161,2.66446,3.16425,2.5854,2.7672,2.11496,3.67661,2.10435,NA,NA,NA,NA,1.59518,2.12779
"MFN1",0.716145,1.19957,0.749412,0.864327,0.634195,0.593354,NA,0.739368,0.450755,0.405267,0.661926,1.2723,0.0381586,NA,NA,1.53896,0.393491,0.960189,0.781631,0.394723,-0.694068,0.502588,NA,0.464754,-0.0260483,-0.488528,NA,0.119626,NA,-0.217149,0.134066,0.553875,-0.0778051,0.890306,0.963508,NA,0.128912,0.920599
"PUR6",0.646412,-0.238498,0.209304,-0.153936,-1.47254,-1.07425,0.669932,-0.0797174,-0.829405,-0.91118,-1.54846,-0.948498,-0.637901,-0.377695,-1.23894,-1.41284,-0.82579,0.233659,-0.472573,-1.63755,-2.00559,-2.97434,-2.25986,-1.64571,-2.09665,-1.1404,-2.11756,-2.33161,-1.85028,-3.104,-1.7747,-1.4449,-2.51376,-0.359622,0.541909,0.0090567,-0.651889,-0.941206
"AAAT",-1.2152,-3.49044,-1.68938,-2.63834,-4.62961,-3.57293,-1.72116,-4.12865,-4.15329,-3.23645,-4.33477,-2.10537,-2.32903,-2.67162,-3.04933,-2.23115,-2.69639,-2.36571,-1.16249,-3.5141,-5.19371,-3.66539,-5.14207,-3.17147,-3.20873,-5.06352,-5.09026,-2.89057,-4.81369,-3.92828,-1.01285,-3.08435,-2.05251,-1.997,-3.02056,-1.20157,-3.0131,-2.65409
"VPS29",0.118559,0.589242,0.148457,0.623297,0.352213,0.347157,0.33162,0.9216,0.327471,1.01828,1.34172,0.688913,0.75,0.764485,0.976573,0.195906,0.570169,0.774777,0.259664,1.23434,0.859213,0.190878,1.05006,1.29289,0.709857,1.0526,0.62807,0.454767,0.815831,0.639433,0.930346,1.3721,0.354132,0.548987,0.35361,0.490487,0.747401,0.734771
"RTF1",-0.0584001,0.573992,0.125775,0.186939,0.0744232,1.17527,0.279427,0.416472,0.394605,0.360912,-0.749366,0.544331,0.332645,0.402426,-0.522357,0.315298,-0.145353,0.490455,-0.348924,0.0113413,0.428582,0.678402,-0.175525,0.546524,0.264128,0.149615,0.434909,0.49809,0.904597,0.226381,0.428251,0.783064,0.398946,0.486399,0.291131,0.51172,0.546408,0.571096
"TMED9",-0.679637,0.0240772,-0.411112,-0.0860343,1.18282,-0.245284,-0.233306,0.384453,-0.319403,-0.445049,-0.020109,0.650619,0.201425,-0.16068,0.0392512,-0.184836,-0.357906,-0.89795,0.0930692,-0.0350357,-0.536445,0.10121,-0.422561,-0.619161,0.0771405,0.0865981,-0.586744,-0.175971,-0.700838,-1.00655,-1.05689,-1.18532,0.433627,0.866085,0.468577,0.992136,0.286519,0.411464
"FADS1",-2.77142,-2.42313,-1.25764,-2.59246,-2.08177,-2.3346,-0.76491,-2.35088,-3.17513,-3.68019,-3.69904,-0.280977,-2.17345,NA,-2.97998,-2.65706,-3.22145,-2.67302,-2.02961,-3.04184,NA,-2.51444,-3.56182,NA,-2.79317,-3.0187,NA,NA,NA,NA,-2.52791,-1.94166,-3.52133,-1.37022,-0.590248,-1.5359,-2.69269,-1.41953
"BT3L4",0.342538,0.389845,0.533273,0.219979,-0.0991668,0.124125,0.559397,0.0892783,0.407229,0.421081,-0.902527,-0.168095,-1.05831,-0.512225,-0.525383,-0.122458,-0.425923,0.201286,-0.284317,-0.252827,-0.131845,0.312328,-0.523221,-0.0850422,0.105046,-0.815581,-0.314056,0.18124,-0.12954,-0.127514,-0.0999842,0.119303,0.343149,-0.328982,-0.564055,-0.376848,0.00149275,0.0623486
"PLSL",1.40138,-0.256863,1.65182,2.53047,2.0986,0.432693,2.58398,2.14712,2.10397,2.46107,3.42118,3.628,3.15104,3.81311,2.8847,2.47629,3.24977,1.90043,2.4783,3.12278,2.40388,0.677221,1.15944,0.739335,3.54673,1.70319,0.334541,-0.224859,0.560289,-0.112672,0.43475,0.0289101,0.498938,3.71647,2.00179,1.63022,2.30695,0.927986
"SMC1A",0.458367,0.771942,0.416193,-0.102463,0.216145,1.07476,0.0809353,-0.45203,0.33218,0.288924,-0.113275,0.466652,0.340304,0.557461,-0.496899,1.07028,0.621018,0.663732,0.514766,-0.331745,0.577505,0.62093,0.21884,0.832683,0.79311,0.662745,0.74667,0.576794,1.30956,0.474646,0.938389,1.142,0.73531,0.627826,0.495641,0.292068,0.471204,0.0886982
"CG050",-0.409767,-0.522465,-0.816979,-0.812194,0.267125,-0.491243,0.288064,-0.940958,-0.0338872,-0.74316,-2.40462,-0.782038,-0.650264,-0.650964,-0.942467,0.496937,0.384747,-1.12783,-0.953394,-1.19021,0.56906,-0.0833536,-1.29,-1.06113,-0.509011,-0.112103,-1.09787,-0.740151,0.0643787,-0.439086,0.384265,-1.41505,-0.383484,-0.346659,0.690624,0.537313,-0.554002,-0.514428
"CP062",0.000549292,0.350493,-0.310243,0.693921,0.607302,-0.231305,-0.525981,-0.0968441,-0.270106,0.018602,0.827885,0.0740006,0.650354,0.855408,0.552055,0.106848,1.28115,0.870716,0.356256,0.767832,0.273714,0.254339,0.441773,0.010153,-0.128467,0.0179513,0.459591,-0.104695,NA,-0.206077,NA,NA,-0.293916,-0.0476536,0.783753,0.781062,0.538311,1.07296
"PRDX5",-0.927621,1.26067,0.169167,0.148301,1.97736,1.35463,-0.103285,0.635936,0.303337,1.00939,1.88792,0.595109,0.885244,1.23608,1.85755,2.25826,0.898518,0.992139,1.18878,1.60553,1.76432,0.586899,1.53213,1.36817,1.30231,1.43158,1.66962,1.79143,0.59403,0.731128,1.76593,1.43624,0.821673,0.93075,1.21923,1.27104,2.01746,2.11972
"STML2",-0.195192,-0.300916,-0.0375218,-0.501051,0.23756,-0.599382,0.00743883,-1.33109,-0.830697,-0.839501,-1.07014,-0.35656,0.224341,-1.14529,-0.275623,-0.774004,-1.111,-0.335861,-1.52105,-0.975012,-1.94225,-1.35759,-2.40455,-1.6951,-1.9328,-2.09276,-1.81442,-1.37129,-1.60981,-1.70513,-1.34482,-0.851642,-1.3492,-0.548952,-0.854292,-1.31643,-0.756226,-1.208
"VIME",-1.10242,-2.65863,-1.96359,-0.907759,-1.0235,-2.64722,-1.82639,-1.13539,-1.85761,-1.27565,-0.958932,-1.59103,0.167464,-1.17692,-1.65616,-0.322246,-0.440477,-1.74416,-1.00686,-0.767957,-1.51652,-2.24989,-2.65907,-3.27559,-0.856201,-1.85438,-3.64366,-3.51396,-1.86682,-3.95278,-1.33986,-3.03274,-2.05257,0.365825,0.851843,0.604177,0.444442,0.624117
"RNPS1",-0.437251,-0.0368393,0.346879,0.393916,0.316443,0.890124,0.368952,0.280251,0.0894466,0.580134,-0.967185,0.416935,-0.0445767,0.304833,-0.294746,0.0953333,0.454781,0.269847,-0.00499667,0.00491282,0.239211,0.81868,0.0384335,0.243701,0.370509,0.103816,0.00184001,0.427255,0.581312,-0.184963,0.255423,0.78705,0.226395,0.520154,0.324879,0.246309,0.536319,0.548894
"CP51A",-0.702886,-1.11957,-0.819464,-1.19049,0.302939,-1.12764,-0.133134,-1.52214,-2.20046,-1.80432,-1.39925,0.889618,-1.99264,-1.72629,-1.38293,-2.97682,-1.33877,-2.13382,-1.31595,-2.4881,-1.4748,-0.323128,-1.45683,-0.887515,-1.27239,-1.14054,-1.7077,-0.441356,-0.415175,-0.779428,-1.29414,-0.778982,-0.57535,-1.00869,0.530277,-0.655982,-0.94436,-0.320255
"CBX1",0.905584,1.38518,1.14349,1.40055,1.31258,2.27849,1.34653,1.73103,1.86935,1.39965,0.644166,1.49673,0.80004,1.26917,0.313172,1.47686,1.41726,1.45172,1.33201,0.857034,1.65515,1.76787,1.5875,2.28254,1.80443,1.87376,1.80524,1.45962,2.11154,1.53825,2.40645,2.61104,2.08472,0.608597,1.23438,0.83561,1.3456,1.89269
"HPCL1",-0.241944,2.53644,1.93244,-1.00418,-0.189928,0.677987,1.87054,-0.634397,-1.00893,-0.210074,0.278788,-0.427182,0.678271,1.60546,3.33213,-0.551518,1.44931,0.303976,0.334618,1.54677,2.39298,1.05685,3.11063,2.63808,3.18967,3.46465,2.19407,2.96199,1.85618,2.63724,4.4097,2.99296,1.45356,2.02916,2.50697,2.71356,2.4329,1.87418
"MTX2",0.53907,-3.79579,0.573729,-0.202376,0.945637,0.0700205,0.095328,-0.234425,-0.338863,-0.334315,0.0954898,-0.0885496,-0.480694,-0.330977,0.324219,-0.148502,-0.147554,0.352472,-0.735322,0.183551,-1.19831,-0.314053,-0.817774,-1.1442,-1.09192,-0.879941,-0.392588,0.250853,-0.948707,-0.627415,-0.33625,-0.541374,-0.313245,-0.500666,0.0599124,-0.390989,0.0609169,-0.0334824
"NU205",0.287926,-0.394514,-0.291918,-0.51919,-0.175402,-0.163129,-0.00696775,-0.307549,-0.430051,-0.714728,-1.28628,-0.53495,-1.45368,-0.384476,-1.33495,-1.273,-0.453774,-0.617179,-0.284165,-0.975567,-0.950075,-0.194268,-1.218,-0.955553,-1.18886,-1.2506,-0.541703,-0.701721,0.0517573,-0.864243,-1.21421,-1.0418,-0.12253,-0.811473,-0.690828,-0.728797,-1.06982,-0.593705
"ANFY1",0.173605,1.8602,0.666196,0.876217,1.36342,0.500736,1.11313,0.524637,1.50485,1.03741,2.71071,2.48548,2.52422,2.10541,2.9525,1.60778,2.49663,0.572667,2.66736,3.14694,2.1619,2.67082,2.99055,3.30013,3.31091,2.78956,1.95287,2.62989,2.43542,2.51538,2.99163,2.37004,2.77611,1.61648,1.84886,2.03469,1.8268,1.80584
"RFX1",-0.165606,0.939859,-0.0581814,0.676275,0.379338,0.683054,-0.0788695,0.496872,0.632012,0.541948,0.28833,0.424027,0.290502,NA,NA,1.30072,0.915176,0.923887,1.19674,-0.0921947,0.714912,1.25707,0.0596095,0.854375,0.391487,-0.337568,1.16756,1.11868,1.14941,0.102606,1.25164,0.595532,1.01327,NA,0.0673472,0.707025,-0.289091,0.932048
"GSK3A",0.498481,1.0951,0.814448,1.10041,0.596214,1.22088,1.11617,0.897322,1.39335,0.506861,1.87148,0.922566,0.519284,1.14406,2.0761,0.227984,0.751925,0.926157,0.726199,1.0287,1.84649,1.78563,2.03759,1.82989,1.80701,1.76016,2.07227,0.965986,1.52447,1.95456,1.62338,1.96113,1.80971,0.202272,0.60104,0.613472,0.319185,1.49117
"MYH10",1.689,2.34493,1.27973,1.41608,0.990241,0.73714,1.4198,1.15732,1.59454,1.13818,2.86946,-1.82164,3.43018,3.46579,2.47307,2.62226,3.81349,1.96656,2.7696,3.10895,1.29912,2.23202,1.6614,1.95483,2.93502,1.55808,0.55458,1.81554,1.62378,1.10639,2.28342,1.88471,1.71635,1.66271,1.62292,2.28784,2.15717,2.45361
"ERP44",0.374093,0.014944,0.110308,0.51255,1.26508,1.12332,-0.229502,0.194266,0.0878539,0.549092,0.51954,1.37589,0.00759147,0.203474,-0.381806,-0.0797816,0.147851,0.690898,0.0805718,0.647026,-0.16745,0.721597,-0.334926,-0.147924,0.348486,0.124559,0.296263,1.56456,0.239844,0.746578,0.297808,0.0499086,0.851393,2.17126,1.20089,1.43383,1.95713,1.32222
"RS11",-1.32711,-1.94585,-1.17561,-1.75975,-1.49444,-3.06686,-1.46277,-1.54252,-0.863865,-1.36175,-1.80721,-1.60771,-2.3045,-2.17572,-1.54289,-1.63862,-1.20735,-2.13166,-2.61843,-2.44008,-1.55618,-2.3552,-2.86344,-3.85466,-1.90841,-2.05183,-3.20143,-2.68724,-3.20393,-2.59937,-2.14678,-2.2681,-2.60645,-2.11302,-1.18037,-1.38911,-2.29496,-2.84245
"LAMB2",4.34891,4.93751,5.02743,3.86239,3.24041,4.18145,4.06851,4.09566,4.15157,4.29484,5.12501,NA,5.26304,3.6596,4.03033,6.46122,2.58994,3.99576,3.72319,5.34358,4.89952,4.04324,5.53086,3.62948,4.84376,4.28037,4.64236,3.29998,NA,NA,NA,2.73164,4.53232,4.84733,2.91445,NA,4.04256,3.88182
"DDX17",0.350861,0.859144,0.679875,0.881765,0.716978,1.50256,0.484889,0.659852,0.88642,0.805712,0.448806,0.980773,0.526347,0.929617,0.234905,1.25141,1.09143,1.4035,0.912953,0.767622,0.482358,0.964968,0.198898,0.665309,0.940855,0.501456,0.636432,0.824457,0.72018,0.372279,0.779582,1.02474,1.08912,0.682595,0.528968,0.5351,0.900712,0.883347
"EMSY",0.736224,1.67148,1.3373,2.00377,2.02285,1.84826,NA,1.98869,1.80435,1.40569,1.65721,0.781066,NA,NA,NA,1.81578,2.26686,1.30528,1.44575,1.05916,NA,1.71612,NA,2.5392,3.31318,NA,2.28584,2.61918,2.25712,2.11171,2.14597,2.30222,1.58201,1.66138,1.6742,1.31389,1.73869,1.81615
